#Spectroscopic Ellipsometric (SE) Data Wavelength (nm)	Psi	Delta
791.091858	40.489147	76.994385	
796.156250	40.218521	76.824158	
801.285950	39.849789	76.960854	
806.482178	39.480873	76.940430	
811.746216	39.148842	76.871521	
817.079468	38.794064	76.885292	
822.483215	38.461212	76.752251	
827.958862	38.118980	77.037262	
833.507996	37.886402	76.965912	
839.131958	37.470402	76.899597	
844.832397	37.169579	76.988632	
850.610718	36.916618	76.778900	
856.468628	36.650127	77.065300	
862.407898	36.272007	77.095062	
868.430054	35.928516	77.042885	
874.536926	35.714554	77.068016	
880.730286	35.419342	77.323334	
887.011902	35.068855	77.446846	
893.383972	34.835896	77.577110	
